STUDENT_ID;GRADE_PERCENT;DDATE
3050396;0;23.09.2022
3023011;2;23.09.2022
3050367;0;23.09.2022
3050344;0;23.09.2022
1968197;0;23.09.2022
3050300;0;23.09.2022
3050288;0;23.09.2022
3050251;9;23.09.2022
3050233;0;23.09.2022
3129261;0;23.09.2022
3050221;0;23.09.2022
3218678;0;23.09.2022
3050189;0;23.09.2022
3050183;0;23.09.2022
3050177;0;23.09.2022
3050155;0;23.09.2022
3050135;0;23.09.2022
3050132;0;23.09.2022
3050112;0;23.09.2022
3050100;2;23.09.2022
3022987;0;23.09.2022
3050028;0;23.09.2022
1534284;0;23.09.2022
3049949;0;23.09.2022
3049922;0;23.09.2022
3049905;0;23.09.2022
3049892;0;23.09.2022
3049887;0;23.09.2022
2484423;0;23.09.2022
3022981;8;23.09.2022
3049769;0;23.09.2022
2736459;0;23.09.2022
3049737;0;23.09.2022
3049716;0;23.09.2022
3050856;0;23.09.2022
3050803;0;23.09.2022
3050729;0;23.09.2022
3218718;29;23.09.2022
1406632;0;23.09.2022
3022962;8;23.09.2022
1296795;30;23.09.2022
3050687;0;23.09.2022
3050595;0;23.09.2022
3050559;0;23.09.2022
3049004;0;23.09.2022
3050543;0;23.09.2022
2896180;0;23.09.2022
3050512;0;23.09.2022
3050509;0;23.09.2022
3050460;0;23.09.2022
3050434;2;23.09.2022
3050431;6;23.09.2022
2938563;0;23.09.2022
3050428;0;23.09.2022
2736446;0;23.09.2022
3022948;0;23.09.2022
3050265;0;23.09.2022
3050249;0;23.09.2022
3050238;0;23.09.2022
3050208;0;23.09.2022
1522759;0;23.09.2022
3050184;0;23.09.2022
3050168;0;23.09.2022
3022938;0;23.09.2022
3050107;0;23.09.2022
3050103;0;23.09.2022
3050054;0;23.09.2022
3049966;0;23.09.2022
3049951;0;23.09.2022
3022927;6;23.09.2022
3049912;0;23.09.2022
3049902;0;23.09.2022
3022924;0;23.09.2022
3049878;0;23.09.2022
3049840;0;23.09.2022
3049837;0;23.09.2022
3049834;0;23.09.2022
3049782;0;23.09.2022
3049779;0;23.09.2022
3049752;0;23.09.2022
3049724;0;23.09.2022
3049694;0;23.09.2022
3022915;0;23.09.2022
78271;0;23.09.2022
1136116;0;23.09.2022
3049684;0;23.09.2022
3049672;0;23.09.2022
3235246;0;23.09.2022
3022902;0;23.09.2022
2700191;0;23.09.2022
3054104;0;23.09.2022
3051200;0;26.09.2022
2458428;0;26.09.2022
3051149;30;26.09.2022
3051137;0;26.09.2022
3051125;0;26.09.2022
3051097;0;26.09.2022
3051053;0;26.09.2022
3051036;0;26.09.2022
3051025;0;26.09.2022
3023108;0;26.09.2022
3051014;0;26.09.2022
3050985;0;26.09.2022
3050931;0;26.09.2022
3050925;0;26.09.2022
3050910;0;26.09.2022
3050702;0;26.09.2022
3050681;0;26.09.2022
3050633;0;26.09.2022
2883206;0;26.09.2022
3050608;0;26.09.2022
3050605;0;26.09.2022
2374170;0;26.09.2022
3023094;0;26.09.2022
3050557;0;26.09.2022
3050556;0;26.09.2022
3050553;0;26.09.2022
3045739;0;26.09.2022
3050538;7.000000000000001;26.09.2022
3050529;0;26.09.2022
3050491;0;26.09.2022
3050474;0;26.09.2022
3023079;0;26.09.2022
3050449;0;26.09.2022
3023078;0;26.09.2022
3050378;0;26.09.2022
3050162;0;26.09.2022
3023072;0;26.09.2022
3050284;0;26.09.2022
3050281;0;26.09.2022
3050267;0;26.09.2022
3050264;0;26.09.2022
3050216;0;26.09.2022
2700968;0;26.09.2022
3050213;0;26.09.2022
3050210;0;26.09.2022
3050201;0;26.09.2022
3050151;0;26.09.2022
3050125;0;26.09.2022
3050123;0;26.09.2022
3023061;0;26.09.2022
3050105;0;26.09.2022
3050079;0;26.09.2022
3050050;0;26.09.2022
3050045;0;26.09.2022
3050037;0;26.09.2022
3023058;0;26.09.2022
3050559;0;27.09.2022
2896180;0;27.09.2022
3050512;0;27.09.2022
3050509;0;27.09.2022
3050506;0;27.09.2022
3022903;0;27.09.2022
3050448;0;27.09.2022
3022951;0;27.09.2022
3050391;0;27.09.2022
3050379;0;27.09.2022
3050362;0;27.09.2022
3050349;0;27.09.2022
3050337;6;27.09.2022
3022948;0;27.09.2022
3230003;0;27.09.2022
2736464;0;27.09.2022
3050268;0;27.09.2022
2846906;0;27.09.2022
1522759;0;27.09.2022
3079590;0;27.09.2022
3050168;0;27.09.2022
3022941;0;27.09.2022
3050156;0;27.09.2022
3050150;6;27.09.2022
3050103;0;27.09.2022
3050023;0;27.09.2022
1522764;0;27.09.2022
3022931;5;27.09.2022
3049963;0;27.09.2022
3049951;0;27.09.2022
3049942;0;27.09.2022
3049921;0;27.09.2022
3049896;0;27.09.2022
3049893;10;27.09.2022
3049863;0;27.09.2022
1268719;0;27.09.2022
3051334;0;27.09.2022
3022917;0;27.09.2022
3049726;0;27.09.2022
3049690;0;27.09.2022
2055638;0;27.09.2022
3022910;0;27.09.2022
3049684;0;27.09.2022
3049055;0;27.09.2022
3049667;0;27.09.2022
3049666;0;27.09.2022
3049662;0;27.09.2022
3022902;0;27.09.2022
3051210;0;28.09.2022
3051194;0;28.09.2022
3051190;0;28.09.2022
2869631;0;28.09.2022
3051156;0;28.09.2022
3051135;0;28.09.2022
3051130;0;28.09.2022
3051117;2;28.09.2022
3051022;2;28.09.2022
3051014;0;28.09.2022
3050976;0;28.09.2022
3050961;7.000000000000001;28.09.2022
2945045;0;28.09.2022
3050943;4;28.09.2022
3023105;0;28.09.2022
3050910;0;28.09.2022
3050907;0;28.09.2022
3023103;0;28.09.2022
2736485;0;28.09.2022
3023101;0;28.09.2022
3050831;0;28.09.2022
3023099;0;28.09.2022
3050804;0;28.09.2022
3050775;0;28.09.2022
3050744;0;28.09.2022
3050653;2;28.09.2022
3050590;12;28.09.2022
3023089;0;28.09.2022
3199808;6;28.09.2022
3050520;0;28.09.2022
3033472;0;28.09.2022
3050483;0;28.09.2022
3050459;0;28.09.2022
3050401;0;28.09.2022
3050395;0;28.09.2022
3050387;0;28.09.2022
3050381;5;28.09.2022
3050375;0;28.09.2022
3050332;0;28.09.2022
2700988;0;28.09.2022
3050253;6;28.09.2022
3050237;0;28.09.2022
3050226;0;28.09.2022
3050179;0;28.09.2022
3050172;0;28.09.2022
3050157;0;28.09.2022
3117247;0;28.09.2022
3050128;7.000000000000001;28.09.2022
3023063;0;28.09.2022
3050108;8;28.09.2022
3050105;0;28.09.2022
2728419;0;28.09.2022
3050071;0;28.09.2022
3049153;0;28.09.2022
2983527;0;28.09.2022
3049947;0;28.09.2022
413308;0;28.09.2022
3049823;0;28.09.2022
3049819;0;28.09.2022
2700878;0;28.09.2022
3023050;0;28.09.2022
3049762;0;28.09.2022
3049736;0;28.09.2022
3051203;0;28.09.2022
3023045;0;28.09.2022
3051189;9;28.09.2022
3051171;0;28.09.2022
3051169;0;28.09.2022
2707302;11;28.09.2022
3051163;0;28.09.2022
3051159;0;28.09.2022
3051138;0;28.09.2022
3138476;0;28.09.2022
3051129;0;28.09.2022
3051098;0;28.09.2022
3051079;6;28.09.2022
3049834;0;26.09.2022
3049812;0;26.09.2022
3049809;0;26.09.2022
3049782;0;26.09.2022
3051334;0;26.09.2022
3022917;0;26.09.2022
3199929;1;26.09.2022
3022911;0;26.09.2022
3049678;0;26.09.2022
3050438;0;26.09.2022
2700202;0;26.09.2022
3049668;0;26.09.2022
3235246;0;26.09.2022
2708713;0;27.09.2022
3051215;0;27.09.2022
3051213;0;27.09.2022
3051198;0;27.09.2022
3051192;0;27.09.2022
3023117;1;27.09.2022
3051180;0;27.09.2022
3051127;0;27.09.2022
3051103;0;27.09.2022
3049925;15;27.09.2022
3051022;2;27.09.2022
3050979;0;27.09.2022
2736540;0;27.09.2022
3050934;0;27.09.2022
3218254;0;27.09.2022
3050861;4;27.09.2022
3050857;0;27.09.2022
3023100;0;27.09.2022
3050762;4;27.09.2022
3050684;0;27.09.2022
3050676;0;27.09.2022
3050671;0;27.09.2022
3050656;0;27.09.2022
3050649;0;27.09.2022
3050633;0;27.09.2022
3023094;0;27.09.2022
3050582;2;27.09.2022
2269932;18;27.09.2022
3050541;0;27.09.2022
3045739;0;27.09.2022
3050483;0;27.09.2022
3023080;0;27.09.2022
3023079;0;27.09.2022
3050449;0;27.09.2022
2701024;0;27.09.2022
3050392;0;27.09.2022
3050387;0;27.09.2022
3050369;0;27.09.2022
3050335;0;27.09.2022
3050320;0;27.09.2022
3050317;0;27.09.2022
3050284;0;27.09.2022
1299359;0;27.09.2022
3050272;0;27.09.2022
3050226;0;27.09.2022
3220144;0;27.09.2022
3050157;0;27.09.2022
3050105;0;27.09.2022
3050102;0;27.09.2022
3050099;0;27.09.2022
2978859;0;27.09.2022
3050000;0;27.09.2022
3049992;0;27.09.2022
2983527;0;27.09.2022
2846844;0;27.09.2022
3049950;0;27.09.2022
3049933;0;27.09.2022
413308;0;27.09.2022
3049873;0;27.09.2022
3049867;0;27.09.2022
3049861;0;27.09.2022
3049823;0;27.09.2022
2700878;0;27.09.2022
3049792;0;27.09.2022
2947194;0;27.09.2022
3049751;0;27.09.2022
3049742;9;27.09.2022
3023048;0;27.09.2022
2700862;0;27.09.2022
3051193;0;27.09.2022
3051191;0;27.09.2022
1520742;0;27.09.2022
2707302;9;27.09.2022
3023042;0;27.09.2022
3051159;0;27.09.2022
3051106;6;27.09.2022
2700825;0;27.09.2022
2700823;0;27.09.2022
3051079;6;27.09.2022
3050944;0;27.09.2022
3050922;0;27.09.2022
3050852;0;27.09.2022
3050814;0;27.09.2022
3050778;0;27.09.2022
3050773;0;27.09.2022
1466975;1;27.09.2022
3050677;0;27.09.2022
3050635;0;27.09.2022
3050624;0;27.09.2022
3050594;0;27.09.2022
3050558;0;27.09.2022
3050545;0;27.09.2022
3050507;0;27.09.2022
3050501;0;27.09.2022
3050430;15;27.09.2022
3050421;0;27.09.2022
3050405;0;27.09.2022
3050383;0;27.09.2022
3050367;0;27.09.2022
1523450;0;27.09.2022
3023003;0;27.09.2022
3050300;0;27.09.2022
3050291;0;27.09.2022
3218678;7.000000000000001;27.09.2022
3021687;0;27.09.2022
3050198;0;27.09.2022
3050192;0;27.09.2022
3050152;9;27.09.2022
3050059;9;27.09.2022
3050035;0;27.09.2022
3050025;0;27.09.2022
460763;0;27.09.2022
3049964;5;27.09.2022
3049827;0;27.09.2022
3049808;0;27.09.2022
3049793;0;27.09.2022
3049783;0;27.09.2022
2700514;0;27.09.2022
3049766;0;27.09.2022
3049697;0;27.09.2022
3050851;0;27.09.2022
3050836;0;27.09.2022
3050829;0;27.09.2022
3050816;0;27.09.2022
3045809;0;27.09.2022
3050737;0;27.09.2022
3050687;0;27.09.2022
3050674;0;27.09.2022
3050648;0;27.09.2022
3050623;0;27.09.2022
3209641;13;27.09.2022
3050599;0;27.09.2022
1862840;0;27.09.2022
2700818;0;28.09.2022
3050983;0;28.09.2022
3050944;0;28.09.2022
3050902;1;28.09.2022
3050894;0;28.09.2022
3050883;25;28.09.2022
3050814;0;28.09.2022
3050806;0;28.09.2022
3050778;0;28.09.2022
3050773;0;28.09.2022
3050756;0;28.09.2022
3050706;0;28.09.2022
3050659;0;28.09.2022
3050621;0;28.09.2022
317936;0;28.09.2022
3050554;0;28.09.2022
3073922;0;28.09.2022
1279617;0;28.09.2022
3050464;0;28.09.2022
3050456;18;28.09.2022
3023015;0;28.09.2022
2793432;3;28.09.2022
3050424;0;28.09.2022
3050414;0;28.09.2022
3050405;0;28.09.2022
1593147;0;28.09.2022
3050351;2;28.09.2022
3050330;0;28.09.2022
3050327;0;28.09.2022
3050285;0;28.09.2022
3080239;0;28.09.2022
2722869;0;28.09.2022
3050257;0;28.09.2022
3023000;28.000000000000004;28.09.2022
3050233;0;28.09.2022
3050215;6;28.09.2022
3050200;5;28.09.2022
3050198;0;28.09.2022
3050164;0;28.09.2022
2700575;0;28.09.2022
3050104;0;28.09.2022
3050100;2;28.09.2022
3050806;0;29.09.2022
3050706;0;29.09.2022
3050631;0;29.09.2022
3023024;0;29.09.2022
3050566;5;29.09.2022
3050535;0;29.09.2022
3050510;0;29.09.2022
3050498;0;29.09.2022
3050493;0;29.09.2022
3050490;0;29.09.2022
3023018;0;29.09.2022
3050456;22;29.09.2022
3050450;0;29.09.2022
3050424;0;29.09.2022
3050399;0;29.09.2022
3050288;0;29.09.2022
3050257;0;29.09.2022
3050248;0;29.09.2022
1242781;0;29.09.2022
3050198;0;29.09.2022
3050183;0;29.09.2022
3050161;0;29.09.2022
3050126;0;29.09.2022
3050112;0;29.09.2022
2736546;0;29.09.2022
3050059;9;29.09.2022
2700564;0;29.09.2022
3022990;0;29.09.2022
3235148;0;29.09.2022
3050052;0;29.09.2022
3050049;0;29.09.2022
3050044;0;29.09.2022
3022989;0;29.09.2022
3050031;0;29.09.2022
3049976;19;29.09.2022
3049967;0;29.09.2022
3049961;0;29.09.2022
2736402;0;29.09.2022
3049901;0;29.09.2022
3049887;0;29.09.2022
3022982;0;29.09.2022
3051107;0;29.09.2022
3049820;0;29.09.2022
3049805;0;29.09.2022
3049796;0;29.09.2022
3049793;0;29.09.2022
3049780;0;29.09.2022
3022978;1;29.09.2022
3049737;0;29.09.2022
3022897;0;29.09.2022
3022972;0;29.09.2022
2700493;0;29.09.2022
3049723;0;29.09.2022
3049714;0;29.09.2022
3046879;0;29.09.2022
1882763;0;29.09.2022
3050792;0;29.09.2022
3050776;0;29.09.2022
3050763;5;29.09.2022
3050758;0;29.09.2022
3050723;6;29.09.2022
3022962;9;29.09.2022
3050669;0;29.09.2022
3050636;0;29.09.2022
3050599;0;29.09.2022
2607188;0;29.09.2022
3050437;0;29.09.2022
3022952;0;29.09.2022
3235921;0;29.09.2022
3050370;0;29.09.2022
3050352;0;29.09.2022
3050343;0;29.09.2022
3050337;6;29.09.2022
3050334;0;29.09.2022
2736464;0;29.09.2022
3050268;2;29.09.2022
3050261;0;29.09.2022
3050241;0;29.09.2022
2846906;0;29.09.2022
3050199;0;29.09.2022
3101516;4;29.09.2022
3079590;0;29.09.2022
3050156;0;29.09.2022
3050121;7.000000000000001;29.09.2022
3050095;4;29.09.2022
3050063;0;29.09.2022
2846903;0;29.09.2022
3050048;2;29.09.2022
3050029;0;29.09.2022
1523371;0;29.09.2022
3022931;5;29.09.2022
3049984;0;29.09.2022
3049975;0;29.09.2022
3049955;0;29.09.2022
3049942;0;29.09.2022
3049932;0;29.09.2022
3049930;0;29.09.2022
3022924;0;29.09.2022
3022922;0;29.09.2022
3049806;0;29.09.2022
2875460;0;29.09.2022
3022919;0;29.09.2022
3049724;0;29.09.2022
3049707;0;29.09.2022
1403285;0;29.09.2022
2700208;0;29.09.2022
3049669;0;29.09.2022
3049667;0;29.09.2022
3049666;0;29.09.2022
3049661;11;29.09.2022
3235246;0;29.09.2022
3049655;1;29.09.2022
2120751;0;29.09.2022
3051192;0;30.09.2022
3051190;0;30.09.2022
3051174;0;30.09.2022
2458428;0;30.09.2022
3051154;5;30.09.2022
3051143;0;30.09.2022
2850106;6;30.09.2022
3051139;0;30.09.2022
429793;0;30.09.2022
2701173;0;30.09.2022
3051093;2;30.09.2022
3051086;0;30.09.2022
3051075;0;30.09.2022
3051022;2;30.09.2022
3023106;0;30.09.2022
3050949;0;30.09.2022
3050091;0;28.09.2022
3050073;0;28.09.2022
2736546;0;28.09.2022
3022989;0;28.09.2022
3050040;0;28.09.2022
1535129;3;28.09.2022
3049940;0;28.09.2022
2736402;0;28.09.2022
3049931;0;28.09.2022
3049887;0;28.09.2022
3051107;0;28.09.2022
3049805;0;28.09.2022
3049772;0;28.09.2022
3049763;0;28.09.2022
3049756;0;28.09.2022
3049753;0;28.09.2022
3022975;0;28.09.2022
2700493;0;28.09.2022
3049714;0;28.09.2022
3049710;7.000000000000001;28.09.2022
3049702;2;28.09.2022
2700482;0;28.09.2022
3022966;0;28.09.2022
3049695;2;28.09.2022
3050856;0;28.09.2022
3050836;0;28.09.2022
3050788;0;28.09.2022
2700467;0;28.09.2022
3045809;0;28.09.2022
1296795;30;28.09.2022
3050636;0;28.09.2022
3050632;9;28.09.2022
3050599;0;28.09.2022
3050595;0;28.09.2022
3050579;3;28.09.2022
3050571;0;28.09.2022
3050552;0;28.09.2022
2056054;0;28.09.2022
3050530;0;28.09.2022
3050521;0;28.09.2022
3050515;0;28.09.2022
3050482;17;28.09.2022
3050434;9;28.09.2022
3050404;0;28.09.2022
2700395;0;28.09.2022
3050331;9;28.09.2022
3050313;0;28.09.2022
3050304;0;28.09.2022
3050298;0;28.09.2022
3050292;0;28.09.2022
3050286;0;28.09.2022
2736464;0;28.09.2022
1953902;15;28.09.2022
3050241;0;28.09.2022
1522759;0;28.09.2022
2700339;0;28.09.2022
2700335;0;28.09.2022
3050133;0;28.09.2022
2832385;0;28.09.2022
3050090;0;28.09.2022
3050029;0;28.09.2022
3050019;0;28.09.2022
3049966;0;28.09.2022
3049955;0;28.09.2022
3049936;0;28.09.2022
3100851;0;28.09.2022
2700268;0;28.09.2022
3049843;0;28.09.2022
3049837;0;28.09.2022
2991440;0;28.09.2022
3049791;0;28.09.2022
3049767;3;28.09.2022
3049759;0;28.09.2022
3049752;0;28.09.2022
3049722;2;28.09.2022
3022915;0;28.09.2022
3022912;0;28.09.2022
3049055;0;28.09.2022
3049667;0;28.09.2022
3049662;0;28.09.2022
3049661;11;28.09.2022
3054104;0;28.09.2022
1424165;0;28.09.2022
30996;0;29.09.2022
3051198;0;29.09.2022
3051192;0;29.09.2022
3051182;7.000000000000001;29.09.2022
3051127;0;29.09.2022
2701173;0;29.09.2022
3023111;0;29.09.2022
3051069;0;29.09.2022
3051059;5;29.09.2022
3051039;13;29.09.2022
3051022;2;29.09.2022
3023108;0;29.09.2022
3051004;0;29.09.2022
3050995;0;29.09.2022
3050973;0;29.09.2022
3050925;0;29.09.2022
3050916;0;29.09.2022
3050881;0;29.09.2022
3050868;0;29.09.2022
3050842;0;29.09.2022
3023101;0;29.09.2022
3050689;15;29.09.2022
3050676;0;29.09.2022
3050671;0;29.09.2022
3050660;0;29.09.2022
3050649;0;29.09.2022
3050608;0;29.09.2022
3050593;2;29.09.2022
2374170;0;29.09.2022
3050586;0;29.09.2022
3050553;0;29.09.2022
3023086;0;29.09.2022
3050500;12;29.09.2022
3050491;0;29.09.2022
2701311;0;29.09.2022
2701024;0;29.09.2022
3023076;1;29.09.2022
3050390;0;29.09.2022
3222870;1;29.09.2022
3050350;0;29.09.2022
2863501;0;29.09.2022
3050317;0;29.09.2022
3050308;0;29.09.2022
3050272;0;29.09.2022
3050264;0;29.09.2022
3050262;0;29.09.2022
3050250;1;29.09.2022
3050231;0;29.09.2022
3050182;0;29.09.2022
1671809;0;29.09.2022
3023061;0;29.09.2022
3050111;30;29.09.2022
3050071;0;29.09.2022
3050064;8;29.09.2022
3050037;0;29.09.2022
3023058;0;29.09.2022
3050018;0;29.09.2022
3050013;0;29.09.2022
3023057;0;29.09.2022
2728491;0;29.09.2022
3049933;0;29.09.2022
3049819;0;29.09.2022
3049788;0;29.09.2022
3023048;0;29.09.2022
3049739;0;29.09.2022
3051195;0;29.09.2022
3051193;5;29.09.2022
3051179;0;29.09.2022
3023042;0;29.09.2022
3051142;0;29.09.2022
3051138;0;29.09.2022
3051112;0;29.09.2022
2700832;0;29.09.2022
3051055;0;29.09.2022
2736480;0;29.09.2022
3050967;0;29.09.2022
3050933;0;29.09.2022
3050929;0;29.09.2022
2700785;0;29.09.2022
3050927;0;29.09.2022
1522602;0;29.09.2022
3023032;5;29.09.2022
3023031;25;29.09.2022
3015220;0;29.09.2022
2700268;0;30.09.2022
3049857;5;30.09.2022
3049854;0;30.09.2022
3022922;0;30.09.2022
3049806;0;30.09.2022
3022921;0;30.09.2022
3049767;3;30.09.2022
3022918;0;30.09.2022
3049724;0;30.09.2022
3022915;0;30.09.2022
78271;0;30.09.2022
1136116;0;30.09.2022
3049682;0;30.09.2022
3049680;0;30.09.2022
3049668;0;30.09.2022
3049666;0;30.09.2022
2700191;0;30.09.2022
3050402;0;30.09.2022
3051210;0;03.10.2022
3051192;0;03.10.2022
3051190;0;03.10.2022
3051145;0;03.10.2022
3051139;0;03.10.2022
3023113;0;03.10.2022
3051117;2;03.10.2022
3051113;1;03.10.2022
3051103;0;03.10.2022
3197141;0;03.10.2022
3051069;0;03.10.2022
3023109;0;03.10.2022
3051012;1;03.10.2022
3023106;0;03.10.2022
3050958;0;03.10.2022
2697612;0;03.10.2022
3050904;29;03.10.2022
2982465;0;03.10.2022
3050868;0;03.10.2022
3050857;0;03.10.2022
2736485;0;03.10.2022
3050834;0;03.10.2022
3023101;1;03.10.2022
3050831;0;03.10.2022
3050811;0;03.10.2022
3050775;0;03.10.2022
3050757;0;03.10.2022
3050715;0;03.10.2022
3050711;0;03.10.2022
3050707;9;03.10.2022
3050702;2;03.10.2022
3050641;0;03.10.2022
2698815;0;03.10.2022
3050597;0;03.10.2022
3023093;0;03.10.2022
3050586;0;03.10.2022
1537155;6;03.10.2022
3023088;1;03.10.2022
3199808;7.000000000000001;03.10.2022
3050541;0;03.10.2022
3050514;0;03.10.2022
3050494;16;03.10.2022
3050474;0;03.10.2022
3050468;10;03.10.2022
3050462;0;03.10.2022
3050446;0;03.10.2022
3050395;0;03.10.2022
3050390;0;03.10.2022
1376325;0;03.10.2022
3050366;15;03.10.2022
3050353;0;03.10.2022
1082437;0;03.10.2022
2736566;10;03.10.2022
3050325;0;03.10.2022
3050322;0;03.10.2022
3050311;0;03.10.2022
3050299;0;03.10.2022
3023068;0;03.10.2022
3050201;0;03.10.2022
3023066;0;03.10.2022
3050182;0;03.10.2022
3050131;0;03.10.2022
3023061;0;03.10.2022
2728419;0;03.10.2022
3050102;0;03.10.2022
3050099;0;03.10.2022
2698548;0;03.10.2022
3023059;0;03.10.2022
3050034;0;03.10.2022
3050030;0;03.10.2022
3049983;9;03.10.2022
3049870;2;03.10.2022
3049835;0;03.10.2022
788689;2;03.10.2022
2700881;0;03.10.2022
3049774;0;03.10.2022
3049751;0;03.10.2022
3049748;0;03.10.2022
3049739;0;03.10.2022
3051167;0;03.10.2022
3051144;23;03.10.2022
3023041;6;03.10.2022
3051129;0;03.10.2022
3023039;0;03.10.2022
3051098;0;03.10.2022
2493774;0;03.10.2022
3051073;0;03.10.2022
1582591;0;03.10.2022
3051040;30;03.10.2022
3051002;9;03.10.2022
3050999;0;03.10.2022
3050990;0;03.10.2022
3050986;0;03.10.2022
3050933;0;03.10.2022
3050880;0;03.10.2022
3023031;25;03.10.2022
3050869;0;03.10.2022
2700760;0;03.10.2022
2701907;6;03.10.2022
3050789;0;03.10.2022
3050778;4;03.10.2022
3050756;0;03.10.2022
3050725;0;03.10.2022
1466975;1;03.10.2022
2664953;0;03.10.2022
3050596;0;03.10.2022
317936;0;03.10.2022
3050581;0;03.10.2022
3050554;0;03.10.2022
3050516;0;03.10.2022
3050510;0;03.10.2022
3050507;29;03.10.2022
3050484;0;03.10.2022
3217216;0;03.10.2022
3050467;0;03.10.2022
3050433;0;03.10.2022
3050414;0;03.10.2022
1904189;1;03.10.2022
2825192;0;03.10.2022
3050399;0;03.10.2022
3050386;0;03.10.2022
3050383;0;03.10.2022
3050354;0;03.10.2022
3050928;1;30.09.2022
3050854;0;30.09.2022
3050850;12;30.09.2022
3049735;0;30.09.2022
3050842;0;30.09.2022
3050838;0;30.09.2022
2727921;0;30.09.2022
3050819;0;30.09.2022
3023098;0;30.09.2022
3050783;0;30.09.2022
3050767;0;30.09.2022
3050762;4;30.09.2022
2698815;0;30.09.2022
3050574;0;30.09.2022
3050567;2;30.09.2022
3050553;0;30.09.2022
680233;0;30.09.2022
3050526;0;30.09.2022
3050520;0;30.09.2022
3050511;13;30.09.2022
3050481;0;30.09.2022
3050459;0;30.09.2022
3050420;0;30.09.2022
3050495;0;30.09.2022
3050412;0;30.09.2022
3050409;0;30.09.2022
3050403;0;30.09.2022
3050395;0;30.09.2022
3050357;0;30.09.2022
3050335;0;30.09.2022
1082437;0;30.09.2022
3050329;0;30.09.2022
3050325;0;30.09.2022
3050311;0;30.09.2022
3023073;0;30.09.2022
3050299;0;30.09.2022
2700988;0;30.09.2022
3050281;0;30.09.2022
3050213;0;30.09.2022
3050207;0;30.09.2022
3050182;0;30.09.2022
1671809;0;30.09.2022
3023062;12;30.09.2022
3050030;0;30.09.2022
3209729;0;30.09.2022
2983527;0;30.09.2022
3029819;4;30.09.2022
3049950;0;30.09.2022
3049926;0;30.09.2022
3023056;10;30.09.2022
3049900;0;30.09.2022
3049852;0;30.09.2022
3049819;0;30.09.2022
3049801;0;30.09.2022
3049765;0;30.09.2022
3049733;0;30.09.2022
2700862;0;30.09.2022
3051195;0;30.09.2022
3138476;0;30.09.2022
3051116;4;30.09.2022
3051098;0;30.09.2022
3022900;0;30.09.2022
3051089;3;30.09.2022
3051071;0;30.09.2022
1523343;0;30.09.2022
3051023;0;30.09.2022
3050963;0;30.09.2022
3050954;0;30.09.2022
3050947;0;30.09.2022
3050902;1;30.09.2022
3050880;0;30.09.2022
3023028;18;30.09.2022
3023027;0;30.09.2022
3050752;0;30.09.2022
3050725;0;30.09.2022
3050706;0;30.09.2022
3050695;0;30.09.2022
3050667;0;30.09.2022
3050643;0;30.09.2022
3050631;0;30.09.2022
3050561;0;30.09.2022
3050554;0;30.09.2022
3050539;0;30.09.2022
3050533;0;30.09.2022
3050450;0;30.09.2022
2700658;0;30.09.2022
3050396;0;30.09.2022
1373114;0;30.09.2022
3050309;0;30.09.2022
3050294;0;30.09.2022
3080239;0;30.09.2022
3050282;0;30.09.2022
3050276;0;30.09.2022
3050260;0;30.09.2022
3050257;0;30.09.2022
3050224;0;30.09.2022
3050209;0;30.09.2022
3050203;9;30.09.2022
3050189;0;30.09.2022
3050177;0;30.09.2022
3050094;29;30.09.2022
3050047;0;30.09.2022
3049988;0;30.09.2022
3049985;0;30.09.2022
3022984;0;30.09.2022
3049970;0;30.09.2022
3049967;0;30.09.2022
3049949;0;30.09.2022
2736402;0;30.09.2022
3049928;11;30.09.2022
3049922;0;30.09.2022
3049916;0;30.09.2022
3049859;0;30.09.2022
3049841;0;30.09.2022
3049790;0;30.09.2022
3049772;0;30.09.2022
3022981;13;30.09.2022
3049766;0;30.09.2022
3022978;1;30.09.2022
3049744;0;30.09.2022
3022971;6;30.09.2022
3049723;0;30.09.2022
3049708;2;30.09.2022
3049706;0;30.09.2022
3049700;0;30.09.2022
3049697;0;30.09.2022
1733960;0;30.09.2022
3050859;0;30.09.2022
1522906;0;30.09.2022
2700467;0;30.09.2022
3050733;0;30.09.2022
3050716;0;30.09.2022
3050750;2;30.09.2022
3050698;0;30.09.2022
3022961;0;30.09.2022
3050636;0;30.09.2022
3050611;0;30.09.2022
3050599;0;30.09.2022
1862840;0;30.09.2022
3050583;0;30.09.2022
3050555;0;30.09.2022
3050552;0;30.09.2022
3050496;0;30.09.2022
3050408;0;30.09.2022
3050394;0;30.09.2022
3050373;0;30.09.2022
3050362;0;30.09.2022
3050349;0;30.09.2022
3022949;0;30.09.2022
3050292;0;30.09.2022
3050289;0;30.09.2022
3022945;0;30.09.2022
3050228;0;30.09.2022
2846906;0;30.09.2022
3050205;0;30.09.2022
3050190;18;30.09.2022
3022941;2;30.09.2022
3050147;0;30.09.2022
3022939;0;30.09.2022
3050103;0;30.09.2022
3050092;4;30.09.2022
3050069;0;30.09.2022
3050012;0;30.09.2022
3049996;8;30.09.2022
3022930;0;30.09.2022
3049975;0;30.09.2022
3049966;0;30.09.2022
3049963;0;30.09.2022
3049951;0;30.09.2022
3049932;0;30.09.2022
3049924;0;30.09.2022
3049893;10;30.09.2022
3050309;0;03.10.2022
3050306;0;03.10.2022
3050263;17;03.10.2022
