STUDENT_ID;GRADE_PERCENT;DDATE
3050177;0;24.10.2022
3050170;0;24.10.2022
3227723;0;24.10.2022
3050135;0;24.10.2022
3050132;0;24.10.2022
3050112;28.000000000000004;24.10.2022
2700575;9;24.10.2022
3050088;0;24.10.2022
3050047;4;24.10.2022
3050038;0;24.10.2022
3022987;0;24.10.2022
2700560;2;24.10.2022
3049976;30;24.10.2022
3049931;0;24.10.2022
3049898;12;24.10.2022
3049887;13;24.10.2022
3049849;14.000000000000002;24.10.2022
3051107;0;24.10.2022
3049836;0;24.10.2022
3049817;1;24.10.2022
3049802;0;24.10.2022
3049757;21;24.10.2022
3049756;30;24.10.2022
3049737;12;24.10.2022
3022972;0;24.10.2022
3022971;6;24.10.2022
3022970;22;24.10.2022
3049723;8;24.10.2022
2700481;0;24.10.2022
3022966;20;24.10.2022
3049697;0;24.10.2022
3022965;0;24.10.2022
3050824;0;24.10.2022
3050816;0;24.10.2022
3050808;0;24.10.2022
3050803;27;24.10.2022
1380329;0;24.10.2022
3050766;11;24.10.2022
3050746;0;24.10.2022
3050704;0;24.10.2022
3050750;6;24.10.2022
3050698;0;24.10.2022
3050674;4;24.10.2022
3209641;30;24.10.2022
3050603;0;24.10.2022
3050591;0;24.10.2022
3050583;28.000000000000004;24.10.2022
3050537;0;24.10.2022
3050428;0;24.10.2022
2700395;0;24.10.2022
3235921;28.000000000000004;24.10.2022
3050385;0;24.10.2022
3022948;0;24.10.2022
3230003;0;24.10.2022
3050274;0;24.10.2022
3050265;0;24.10.2022
3050258;0;24.10.2022
3050252;0;24.10.2022
3050222;0;24.10.2022
3050219;0;24.10.2022
3050217;0;24.10.2022
3050165;0;24.10.2022
3022940;0;24.10.2022
2700335;0;24.10.2022
2736521;0;24.10.2022
3050087;0;24.10.2022
3050080;0;24.10.2022
3050036;0;24.10.2022
3050029;0;24.10.2022
3022930;0;24.10.2022
3049960;0;24.10.2022
3049955;8;24.10.2022
3049942;30;24.10.2022
3022927;30;24.10.2022
3230824;0;24.10.2022
3049881;30;24.10.2022
2700268;0;24.10.2022
3049863;0;24.10.2022
3049797;0;24.10.2022
2991440;0;24.10.2022
3022918;0;24.10.2022
3071547;29;24.10.2022
3049722;8;24.10.2022
3049713;20;24.10.2022
3049699;24;24.10.2022
3049688;8;24.10.2022
78271;0;24.10.2022
3022909;15;24.10.2022
2629673;2;24.10.2022
3049678;19;24.10.2022
3049668;13;24.10.2022
3049666;0;24.10.2022
3049658;24;24.10.2022
3340452;29;24.10.2022
1323580;0;24.10.2022
3363252;1;24.10.2022
3096855;15;24.10.2022
1382451;0;24.10.2022
3359864;0;24.10.2022
3346898;9;24.10.2022
2708713;0;25.10.2022
3051212;0;25.10.2022
3051164;0;25.10.2022
3051158;29;25.10.2022
3051154;8;25.10.2022
429793;0;25.10.2022
3023113;0;25.10.2022
1368618;0;25.10.2022
3051088;0;25.10.2022
3051075;0;25.10.2022
3051039;28.000000000000004;25.10.2022
3051025;0;25.10.2022
2759829;0;25.10.2022
3050946;9;25.10.2022
3050916;0;25.10.2022
3049712;0;25.10.2022
2700482;0;25.10.2022
2768192;0;25.10.2022
3049693;2;25.10.2022
3049691;2;25.10.2022
3050798;0;25.10.2022
1380329;0;25.10.2022
2700467;0;25.10.2022
3050776;0;25.10.2022
3050766;11;25.10.2022
3050758;16;25.10.2022
3050746;0;25.10.2022
3050737;0;25.10.2022
3050729;0;25.10.2022
2918071;0;25.10.2022
2700451;16;25.10.2022
3050966;6;25.10.2022
3050708;2;25.10.2022
3050607;0;25.10.2022
3050603;0;25.10.2022
1239905;13;25.10.2022
2700433;0;25.10.2022
3049004;0;25.10.2022
3050512;0;25.10.2022
3050496;12;25.10.2022
3050460;0;25.10.2022
2700408;0;25.10.2022
3050431;23;25.10.2022
3050425;2;25.10.2022
3050316;0;25.10.2022
3227984;0;25.10.2022
3022948;0;25.10.2022
3230003;0;25.10.2022
3050304;29;25.10.2022
1522598;0;25.10.2022
3050280;6;25.10.2022
3050268;19;25.10.2022
3050246;9;25.10.2022
3050217;0;25.10.2022
3050190;24;25.10.2022
3022938;0;25.10.2022
2736521;0;25.10.2022
3050110;13;25.10.2022
3050092;26;25.10.2022
3050072;6;25.10.2022
3049999;27;25.10.2022
2700493;0;26.10.2022
3022968;29;26.10.2022
2700481;9;26.10.2022
1733960;8;26.10.2022
3050859;0;26.10.2022
3050833;22;26.10.2022
3050803;27;26.10.2022
3050763;30;26.10.2022
3050723;27;26.10.2022
1296795;30;26.10.2022
3209641;30;26.10.2022
1239905;15;26.10.2022
3050509;2;26.10.2022
3050475;29;26.10.2022
3050469;0;26.10.2022
3050394;15;26.10.2022
3050391;0;26.10.2022
3050292;30;26.10.2022
3050286;6;26.10.2022
1522598;0;26.10.2022
3050249;0;26.10.2022
3050247;8;26.10.2022
3022944;26;26.10.2022
3050181;5;26.10.2022
3022941;30;26.10.2022
3022938;0;26.10.2022
3050113;17;26.10.2022
3050090;0;26.10.2022
3050066;0;26.10.2022
3050057;2;26.10.2022
1523371;0;26.10.2022
3050004;0;26.10.2022
3022931;20;26.10.2022
3049999;27;26.10.2022
3049990;0;26.10.2022
967471;0;26.10.2022
3049960;0;26.10.2022
3049945;0;26.10.2022
3049942;30;26.10.2022
3049896;8;26.10.2022
3049878;6;26.10.2022
3022923;0;26.10.2022
2700268;0;26.10.2022
1268719;24;26.10.2022
3049821;4;26.10.2022
1523056;0;26.10.2022
3049779;19;26.10.2022
3022921;0;26.10.2022
3049761;0;26.10.2022
3022918;0;26.10.2022
3071547;29;26.10.2022
3049731;0;26.10.2022
3049722;16;26.10.2022
3049709;21;26.10.2022
3049689;0;26.10.2022
3199929;1;26.10.2022
1136116;0;26.10.2022
2700214;0;26.10.2022
2629673;2;26.10.2022
2700210;5;26.10.2022
3049680;0;26.10.2022
1424165;0;26.10.2022
3363252;1;26.10.2022
3338704;18;26.10.2022
3380647;0;26.10.2022
3359864;29;26.10.2022
3051200;0;27.10.2022
3022899;27;27.10.2022
3051180;0;27.10.2022
3051172;0;27.10.2022
3051168;0;27.10.2022
3023116;16;27.10.2022
3023115;0;27.10.2022
3023113;0;27.10.2022
3051121;18;27.10.2022
3051109;0;27.10.2022
1088269;21;27.10.2022
2736407;0;27.10.2022
3051022;17;27.10.2022
3050973;0;27.10.2022
3050961;11;27.10.2022
3050958;0;27.10.2022
2697612;11;27.10.2022
3050955;5;27.10.2022
3050949;17;27.10.2022
3050943;22;27.10.2022
3050940;0;27.10.2022
3050928;22;27.10.2022
2963875;20;27.10.2022
3050913;4;27.10.2022
2759605;0;27.10.2022
3050893;0;27.10.2022
3050884;18;27.10.2022
3050850;12;27.10.2022
3050815;1;27.10.2022
1442372;0;27.10.2022
2701089;0;27.10.2022
3050711;0;27.10.2022
3050668;0;27.10.2022
2374170;0;27.10.2022
2701062;0;27.10.2022
3050538;13;27.10.2022
3050526;4;27.10.2022
3050514;14.000000000000002;27.10.2022
3023081;0;27.10.2022
2701024;0;27.10.2022
3222870;5;27.10.2022
3050357;0;27.10.2022
3050353;17;27.10.2022
3050325;4;27.10.2022
3050308;28.000000000000004;27.10.2022
3050272;0;27.10.2022
3050269;30;27.10.2022
3050264;29;27.10.2022
3050213;30;27.10.2022
3050201;0;27.10.2022
3050172;18;27.10.2022
3050117;0;27.10.2022
3050093;10;27.10.2022
3050089;7.000000000000001;27.10.2022
3050071;7.000000000000001;27.10.2022
3050034;29;27.10.2022
3049939;0;25.10.2022
3049936;0;25.10.2022
3049899;15;25.10.2022
3049830;30;25.10.2022
3049857;10;25.10.2022
3049854;2;25.10.2022
3049843;0;25.10.2022
3049837;0;25.10.2022
3049818;11;25.10.2022
3049761;0;25.10.2022
3022917;0;25.10.2022
3049694;0;25.10.2022
3049686;0;25.10.2022
2736405;0;25.10.2022
2700214;0;25.10.2022
3049666;0;25.10.2022
2700191;0;25.10.2022
3049657;0;25.10.2022
3054104;0;25.10.2022
2120751;0;25.10.2022
3050402;21;25.10.2022
1424165;0;25.10.2022
3342264;22;25.10.2022
3344294;0;25.10.2022
2736476;13;25.10.2022
3371635;0;25.10.2022
3364352;2;25.10.2022
3380647;0;25.10.2022
3359864;29;25.10.2022
3366391;11;25.10.2022
3051202;0;26.10.2022
3051180;0;26.10.2022
3051170;22;26.10.2022
2458428;0;26.10.2022
3051168;0;26.10.2022
3023116;16;26.10.2022
2850106;30;26.10.2022
1088269;21;26.10.2022
3051036;0;26.10.2022
3051033;0;26.10.2022
2736407;0;26.10.2022
3023108;0;26.10.2022
3051009;9;26.10.2022
3051004;14.000000000000002;26.10.2022
3050992;30;26.10.2022
3050982;29;26.10.2022
3050973;0;26.10.2022
3023106;5;26.10.2022
3050940;0;26.10.2022
3050925;3;26.10.2022
3050866;24;26.10.2022
3050854;0;26.10.2022
3050062;0;26.10.2022
3050807;27;26.10.2022
3050775;12;26.10.2022
3023097;0;26.10.2022
3023096;30;26.10.2022
3050731;0;26.10.2022
3050720;18;26.10.2022
3050707;18;26.10.2022
3050689;26;26.10.2022
2883206;0;26.10.2022
3022896;0;26.10.2022
3050550;25;26.10.2022
1553881;0;26.10.2022
2269932;30;26.10.2022
3045739;0;26.10.2022
3050529;6;26.10.2022
3023082;0;26.10.2022
2701311;0;26.10.2022
3050435;19;26.10.2022
3050420;0;26.10.2022
3050412;3;26.10.2022
3050395;0;26.10.2022
3050342;0;26.10.2022
3050305;23;26.10.2022
3050264;29;26.10.2022
1425285;23;26.10.2022
3050231;0;26.10.2022
2700968;0;26.10.2022
3050166;0;26.10.2022
3023063;5;26.10.2022
2728419;5;26.10.2022
3050102;20;26.10.2022
3050089;7.000000000000001;26.10.2022
3050079;2;26.10.2022
3050074;0;26.10.2022
3050071;7.000000000000001;26.10.2022
3049153;0;26.10.2022
3050050;29;26.10.2022
3050037;19;26.10.2022
3050000;0;26.10.2022
3049986;2;26.10.2022
3029819;12;26.10.2022
3049929;25;26.10.2022
3049903;30;26.10.2022
2700895;12;26.10.2022
3049864;13;26.10.2022
3049842;24;26.10.2022
3049835;0;26.10.2022
1514225;0;26.10.2022
3049788;0;26.10.2022
3049781;3;26.10.2022
3023051;0;26.10.2022
3049751;15;26.10.2022
3049748;14.000000000000002;26.10.2022
3049742;11;26.10.2022
3023044;11;26.10.2022
3049856;0;26.10.2022
3051184;9;26.10.2022
3051181;0;26.10.2022
1350669;0;26.10.2022
3051100;0;26.10.2022
1523343;0;26.10.2022
3050967;13;26.10.2022
302478;0;26.10.2022
3050944;0;26.10.2022
1522602;0;26.10.2022
3050883;25;26.10.2022
3050877;5;26.10.2022
3023031;25;26.10.2022
3050869;12;26.10.2022
3050826;0;26.10.2022
3050818;8;26.10.2022
3050814;0;26.10.2022
3023027;21;26.10.2022
3023026;28.000000000000004;26.10.2022
3050745;0;26.10.2022
3050717;0;26.10.2022
3050706;2;26.10.2022
3050667;24;26.10.2022
3050647;0;26.10.2022
3050631;29;26.10.2022
3050596;24;26.10.2022
3050594;0;26.10.2022
3050572;22;26.10.2022
3050566;24;26.10.2022
3035472;30;26.10.2022
3050533;2;26.10.2022
3050528;0;26.10.2022
3023021;12;26.10.2022
1279617;0;26.10.2022
3050513;0;26.10.2022
3050504;0;26.10.2022
95732;8;26.10.2022
3050490;0;26.10.2022
3050456;30;26.10.2022
2825192;12;26.10.2022
3023011;2;26.10.2022
3050318;0;26.10.2022
3080239;28.000000000000004;26.10.2022
3001026;0;26.10.2022
3050266;29;26.10.2022
3050257;0;26.10.2022
3023000;28.000000000000004;26.10.2022
3050251;30;26.10.2022
3050242;0;26.10.2022
3050209;12;26.10.2022
3022996;25;26.10.2022
3050186;0;26.10.2022
3050183;30;26.10.2022
2520078;27;26.10.2022
3227723;0;26.10.2022
3050126;0;26.10.2022
3050119;0;26.10.2022
3050106;0;26.10.2022
3022984;0;26.10.2022
3049970;0;26.10.2022
3049961;0;26.10.2022
3049956;0;26.10.2022
3050271;0;26.10.2022
1535129;26;26.10.2022
3049868;0;26.10.2022
3049820;2;26.10.2022
3049817;1;26.10.2022
2484423;12;26.10.2022
3049802;0;26.10.2022
3049799;18;26.10.2022
3049780;0;26.10.2022
2700514;0;26.10.2022
3049766;0;26.10.2022
3049760;27;26.10.2022
3022977;30;26.10.2022
2733272;6;26.10.2022
3022972;6;26.10.2022
2700497;0;26.10.2022
3050955;5;28.10.2022
